lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized
bolagsstämma		1895	2	bib19225758_18951206_144022_285_0004_alto.xml-104-36	 	1874 för Borås Järn vägs-aktiebolag nådigst fastställda förnyade bolagsordning samt i anledning af utaf aktieägare, hvilka representera mera än 500 aktier, därom gjordt yrkande, varda delägame uti nämda bolag bärmed kallade till extra bolagsstämma sorn hålles ä Rådhuset här i staden torsdagen den 16 Januari 1896 med början kl. 12 middagen, för öfverläggning angående väckt förslag om utläggning af bolagets järnväg till normal spårvidd jämte däraf föranledande förändringar.	235:247	0:476	1874 för Borås Järn vägs-aktiebolag nådigst fastställda förnyade bolagsordning samt i anledning af utaf aktieägare , hvilka representera mera än 500 aktier , därom gjordt yrkande , varda delägame uti nämda bolag bärmed kallade till extra bolagsstämma sorn hålles ä Rådhuset här i staden torsdagen den 16 Januari 1896 med början kl. 12 middagen , för öfverläggning angående väckt förslag om utläggning af bolagets järnväg till normal spårvidd jämte däraf föranledande förändringar .	36	0:73	1874 för borås järn $ nådigst fastställa förnya bolagsordning samt i anledning af utaf aktieägare $ hvilka representera mera än 500 aktie $ därom gjordt yrkande $ varda delägame uti nämda bolag bärmed kalla till extra bolagsstämma sorn hålla ä rådhus här i stad torsdag den 16 januari 1896 med början $ 12 middag $ för öfverläggning angående väcka förslag om utläggning af bolag järnväg till normal spårvidd jämte däraf föranleda förändring $
bolagsstämma		1895	2	bib15760690_18950202_145050_19_0001_alto.xml-82-31	 	2:o) Trenne delegares framställningar om ersättning för lidna smärre ränteförluster; 3:o) Af förra årets hrr revisorer väckta förslag angående utvidgning af Föreningens hus; 4:o) Granskningsnämndens till bolagsstämman af- gifna berättelse; 5:o) Berättelsen om revision af Föreningens förvaltning och räkenskaper för sistförflutna året; 6:o) Direktionens förslag angående ålderstillägg till biträdande Ombudsmannen samt bestämmande af lön till kassören; samt 7:o) Val af: a) Ordförande i Direktionen; b) Ledamöter i Direktionen för östra distrikten af Jönköpings och Kronobeigs län;	204:217	0:581	2:o ) Trenne delegares framställningar om ersättning för lidna smärre ränteförluster ; 3:o ) Af förra årets hrr revisorer väckta förslag angående utvidgning af Föreningens hus ; 4:o ) Granskningsnämndens till bolagsstämman af- gifna berättelse ; 5:o ) Berättelsen om revision af Föreningens förvaltning och räkenskaper för sistförflutna året ; 6:o ) Direktionens förslag angående ålderstillägg till biträdande Ombudsmannen samt bestämmande af lön till kassören ; samt 7:o ) Val af : a ) Ordförande i Direktionen ; b ) Ledamöter i Direktionen för östra distrikten af Jönköpings och Kronobeigs län ;	31	0:92	$ $ trenne delegares framställan om ersättning för lida smärre ränteförlust $ $ $ af förra år hrr revisor väcka förslag angå utvidgning af förening hus $ $ $ granskningsnämnd till bolagsstämma $ gifna berättelse $ $ $ berättelse om revision af förening förvaltning och räkenskaper för sistförflutna år $ $ $ direktion förslag angå ålderstillägg till biträda ombudsman samt bestämma af lön till kassör $ samt $ $ val af $ a $ ordförande i direktion $ b $ ledamot i direktion för östra distrikt af jönköping och kronobeigs län $
bolagsstämma		1896	2	bib15975090_18960213_148377_20_0001_alto.xml-19-36	 	Vid stämman komma att till behandling företagas följande ärenden, nämligen: l:o) Berättelsen om revision af Föreningens förvaltning och räkenskaper för sistförflutna året; 2:o) Decharge för Direktionen; 3:o) Vid sista bolagsstämman af Herrar Revisorer väckta förslag om nedbringande af förvaltningsutgifterna samt Direktionens deröfver afgifna yttrande;	218:231	0:353	Vid stämman komma att till behandling företagas följande ärenden , nämligen : l:o ) Berättelsen om revision af Föreningens förvaltning och räkenskaper för sistförflutna året ; 2:o ) Decharge för Direktionen ; 3:o ) Vid sista bolagsstämman af Herrar Revisorer väckta förslag om nedbringande af förvaltningsutgifterna samt Direktionens deröfver afgifna yttrande ;	36	0:52	vid stämma komma att till behandling företa följa ärende $ nämligen $ $ $ berättelse om revision af förening förvaltning och räkenskaper för sistförflutna år $ $ $ decharge för direktion $ $ $ vid sista bolagsstämma af herre revisor väcka förslag om nedbringa af förvaltningsutgift samt direktion deröfver afgifna yttrande $
bolagsstämma		1902	2	bib11653811_19020702_145317_98_0002_alto.xml-75-9	 	att uppskjuta frågan örn resterande vitesbeloppets erläggande till nästa bolagsstämma.	73:85	0:86	att uppskjuta frågan örn resterande vitesbeloppets erläggande till nästa bolagsstämma .	9	0:11	att uppskjuta fråga örn restera vitesbelopp erläggande till nästa bolagsstämma $
bolagsstämma		1895	2	bib15650814_18950131_146365_27_0001_alto.xml-71-85	 	kallas härmed till ordinarie bolagsstämma föreningens lokal fredagen den 8 nästkommande mars kl, li f m, därvid förekomma till behandling de i 34 § af reglementet omförmälda ärenden, och skall delägare, som vid bolagsstämman vill utöfva rösträtt enligt 32 § af reglementet därom göra anmälan i föreningens lokal torsdagen den 7 mars kl. 10 f. m — 1 e. m. eller sist fredagen den 8 mars kl 9 — 10 f. m. å Ombudsmannens kontor, hvarest handlingarna angående bolagsstämman finnas att tillgå, och måste delägare, jämlikt sistnämda §, för rösträtts utöfvande styrka sin behörighet genom förevisande af kvitto å sista inbetalningen.	456:469	0:626	kallas härmed till ordinarie bolagsstämma föreningens lokal fredagen den 8 nästkommande mars kl , li f m , därvid förekomma till behandling de i 34 § af reglementet omförmälda ärenden , och skall delägare , som vid bolagsstämman vill utöfva rösträtt enligt 32 § af reglementet därom göra anmälan i föreningens lokal torsdagen den 7 mars kl. 10 f. m — 1 e. m . eller sist fredagen den 8 mars kl 9 — 10 f. m . å Ombudsmannens kontor , hvarest handlingarna angående bolagsstämman finnas att tillgå , och måste delägare , jämlikt sistnämda § , för rösträtts utöfvande styrka sin behörighet genom förevisande af kvitto å sista inbetalningen .	85	0:112	kalla härmed till ordinarie bolagsstämma förening lokal fredag den 8 nästkommande mars kl $ lie f m $ därvid förekomma till behandling en i 34 $ af reglemente omförmäla ärende $ och skola delägare $ som vid bolagsstämma vilja utöfva rösträtt enligt 32 $ af reglemente därom göra anmälan i förening lokal torsdag den 7 mars $ 10 $ m $ 1 $ m $ eller sist fredag den 8 mars kl 9 $ 10 $ m $ å ombudsman kontor $ hvarest handling angående bolagsstämma finna att tillgå $ och måste delägare $ jämlik sistnämd $ $ för rösträtt utöfva styrka sig behörighet genom förevisa af kvitto å sista inbetalning $
bolagsstämma		1901	2	bib11653811_19010914_145317_142_0004_alto.xml-100-0	 	Bolagsstämma i Wassmolösa med Södra och Norra Möre häraders branstodbolag.	0:12	0:74	Bolagsstämma i Wassmolösa med Södra och Norra Möre häraders branstodbolag .	0	0:11	bolagsstämma i wassmolösa med södra och norra mör härad branstodbolag $
bolagsstämma		1902	2	bib11653811_19020312_145317_39_0001_alto.xml-24-4	 	kallas härmed till ordinarie bolagsstämma å Hotell Witt härstädes fredagen den 14 nästa mars kl. 5, » o e.m. Kalmar den 24 februari 1902.	29:41	0:137	kallas härmed till ordinarie bolagsstämma å Hotell Witt härstädes fredagen den 14 nästa mars kl. 5 , » o e.m. Kalmar den 24 februari 1902 .	4	0:26	kalla härmed till ordinarie bolagsstämma å hotell witt härstädes fredag den 14 nästa mars $ 5 $ $ o $ kalmar den 24 februari 1902 $
bolagsstämma		1898	2	bib11653811_18980406_145317_53_0002_alto.xml-24-10	 	4:o) Till ombud att bevaka kommunens intressen vid blifvande bolagsstämmor med Kalmar läns östra jernvägsaktiebolag utsågs enhälligt komminister E. Möllerberg och till suppleant landtbrukaren P. O. Nilsson i Oppeboda.	61:74	0:217	4:o ) Till ombud att bevaka kommunens intressen vid blifvande bolagsstämmor med Kalmar läns östra jernvägsaktiebolag utsågs enhälligt komminister E. Möllerberg och till suppleant landtbrukaren P . O. Nilsson i Oppeboda .	10	0:32	$ $ till ombud att bevaka kommun intresse vid blifvande bolagsstämma med kalmar län östra jernvägsaktiebolag utse enhällig komminister $ möllerberg och till suppleant landtbrukare p $ $ nilsson i oppeboda $
bolagsstämma		1895	2	bib15873371_18950305_145112_63_0001_alto.xml-35-4	 	källås härmed till ordinarie bolagsstämma å Valand Torsdagen den 21 dennes kl. 1 på dagen.	29:41	0:90	källås härmed till ordinarie bolagsstämma å Valand Torsdagen den 21 dennes kl. 1 på dagen .	4	0:16	källås härmed till ordinarie bolagsstämma å valand torsdag den 21 denna $ 1 på dag $
bolagsstämma		1902	2	bib11653790_19021024_145648_83_0001_alto.xml-16-4	 	kallas härmed till extra bolagsstämma å Mora Hotell Lördagen den 18 näst•instundande November klockan 12 på dagen för att besluta i fråga om tillsättande af särskild förvaltare samt i frå gor, som därmed ega sammanhang.	25:37	0:219	kallas härmed till extra bolagsstämma å Mora Hotell Lördagen den 18 näst•instundande November klockan 12 på dagen för att besluta i fråga om tillsättande af särskild förvaltare samt i frå gor , som därmed ega sammanhang .	4	0:37	kalla härmed till extra bolagsstämma å mora hotell lördag den 18 $ november klocka 12 på dag för att besluta i fråga om tillsättande af särskild förvaltare samt i frå gor $ som därmed ega sammanhang $
bolagsstämma		1895	2	bib19277330_18951024_0_126_0002_alto.xml-67-9	 	Upsala ångqvarns aktiebolag hade i dag på middagen ordinarie bolagsstämma, hvarvid samtliga förutvarande styrelsemedlemmar och revisorer omvaldes.	61:73	0:146	Upsala ångqvarns aktiebolag hade i dag på middagen ordinarie bolagsstämma , hvarvid samtliga förutvarande styrelsemedlemmar och revisorer omvaldes .	9	0:19	upsala ångqvarn aktiebolag ha i dag på middag ordinarie bolagsstämma $ hvarvid samtlig förutvarande styrelsemedlem och revisor omvälja $
bolagsstämma		1895	2	bib15975087_18950206_145596_21_0001_alto.xml-69-10	 	Lundell warit en af de särskildt utsedde granstningsmän, font bolagsstämman tillsatte.	62:75	0:86	Lundell warit en af de särskildt utsedde granstningsmän , font bolagsstämman tillsatte .	10	0:13	lundell warit en af en särskildt utse granstningsmän $ font bolagsstämma tillsätta $
bolagsstämma		1895	2	bib19227462_18950805_147640_179_0001_alto.xml-4-4	 	kallas härigenom till ordinarie bolagsstämma å Börsen i Stockholm Fredagen den 13 nästkommande September, kl. XI f. m. Revisionsberättelsen tillhandahållas å Stockholms enskilda banks afdelningskontor.	32:44	0:201	kallas härigenom till ordinarie bolagsstämma å Börsen i Stockholm Fredagen den 13 nästkommande September , kl. XI f. m . Revisionsberättelsen tillhandahållas å Stockholms enskilda banks afdelningskontor .	4	0:28	kalla härigenom till ordinarie bolagsstämma å börs i stockholm fredag den $ nästkommande september $ $ xi $ m $ revisionsberättelse tillhandahålla å stockholm enskild bank afdelningskontor $
bolagsstämma		1898	2	bib11653830_18980714_146968_54_0002_alto.xml-72-11	 	åt styrelsen att bestämma den plats inom Elfsborgs län, där bolagsstämman hvartannat år skall hållas.	60:73	0:101	åt styrelsen att bestämma den plats inom Elfsborgs län , där bolagsstämman hvartannat år skall hållas .	11	0:17	åt styrelse att bestämma den plats inom elfsborg län $ där bolagsstämma hvartannat år skola hålla $
bolagsstämma		1895	2	bib19227462_18951228_147640_302_0001_alto.xml-62-2	 	Vid ordinarie bolagsstämma den 10 sistlidne April beslöts, att för uppföran de af nya arbetarebostäder skulle utsläppas 200. st. nya aktier å 500 kronor hvardera.	14:26	0:162	Vid ordinarie bolagsstämma den 10 sistlidne April beslöts , att för uppföran de af nya arbetarebostäder skulle utsläppas 200 . st. nya aktier å 500 kronor hvardera .	2	0:28	vid ordinarie bolagsstämma den 10 sistliden april besluta $ att för uppföran de af ny arbetarebostad skola utsläppa 200 $ $ ny aktie å 500 krona hvardera $
bolagsstämma		1895	2	bib19225758_18950502_144022_101_0001_alto.xml-70-4	 	kallas härmed till ordinarie bolagsstämma å Rådhuset i Venersborg, måndagen den 10 nästkommande Juni klockan 1 på dagen; skolande talons till det antal aktier, för hvilka delegare önskar att vid stämman föra talan, samma dag klockan 10 — 12 f. m. nedsättas & bolagets kontor här i staden.	29:41	0:288	kallas härmed till ordinarie bolagsstämma å Rådhuset i Venersborg , måndagen den 10 nästkommande Juni klockan 1 på dagen ; skolande talons till det antal aktier , för hvilka delegare önskar att vid stämman föra talan , samma dag klockan 10 — 12 f. m . nedsättas & bolagets kontor här i staden .	4	0:54	kalla härmed till ordinarie bolagsstämma å rådhus i venersborg $ måndag den 10 nästkommande juni klocka 1 på dag $ skola talo till den antal aktie $ för hvilka del önska att vid stämma föra talan $ samma dag klocka 10 $ 12 $ m $ nedsätta $ bolag kontor här i stad $
bolagsstämma		1898	2	bib11653790_18980705_145648_50_0003_alto.xml-29-22	 	föreslog en resolution af ungefär den lydelse, att » bolagsstämman tacksamt godkänner styrelsens åtgärder och uppdrager åt styrelsen att utan särskild bolagsstämmas hörande anskaffa nödiga medel för arbetets påbörjande, så snart koncession erhållits ».	151:164	0:252	föreslog en resolution af ungefär den lydelse , att » bolagsstämman tacksamt godkänner styrelsens åtgärder och uppdrager åt styrelsen att utan särskild bolagsstämmas hörande anskaffa nödiga medel för arbetets påbörjande , så snart koncession erhållits » .	22	0:37	föreslå en resolution af ungefär den lydelse $ att $ bolagsstämma tacksam godkänna styrelse åtgärd och uppdra åt styrelse att utan särskild bolagsstämma hörande anskaffa nödig medel för arbete påbörja $ så snar koncession erhålla $ $
bolagsstämma		1900	2	bib11653811_19000908_145317_139_0002_alto.xml-60-17	 	Efter åtskillig diskussion biet direktionens förslag antaget af bolagsstämman, som äfven uttryckte den önskan att extra bolagsstämma i höst utlyses af direktionen, på det att det antagna förslaget då måtte för andra gången underställas bolagsstämman, såsom i bolagsordningen föreskrifves.	120:132	0:288	Efter åtskillig diskussion biet direktionens förslag antaget af bolagsstämman , som äfven uttryckte den önskan att extra bolagsstämma i höst utlyses af direktionen , på det att det antagna förslaget då måtte för andra gången underställas bolagsstämman , såsom i bolagsordningen föreskrifves .	17	0:43	efter åtskillig diskussion bi direktion förslag anta af bolagsstämma $ som äfven uttrycka den önskan att extra bolagsstämma i höst utlysa af direktion $ på den att den anta förslag då må för $ gång underställa bolagsstämma $ såsom i bolagsordning föreskrifves $
bolagsstämma		1895	2	bib19277277_18950330_147683_87_0003_alto.xml-8-4	 	kallas härmed till ordinarie bolagsstämma å Hötel Rydberg härstädes Lördagen den 30 Mars detta år kl. 2,30 e. m.	29:41	0:112	kallas härmed till ordinarie bolagsstämma å Hötel Rydberg härstädes Lördagen den 30 Mars detta år kl. 2,30 e. m .	4	0:20	kalla härmed till ordinarie bolagsstämma å hötel rydberg härstädes lördag den 30 mars denna år $ $ $ m $
bolagsstämma		1898	2	bib11653811_18981203_145317_187_0002_alto.xml-32-7	 	Jernvägens styrelse hemställer med anledning häraf till bolagsstämman: att i det bolag, som må komma att bildas för åstadkommande och trafikerande af jernväg från Emmaboda station å Karlskrona — Wexiö jernväg till Mörlunda station å Nässjö — Oskarshamns jernväg, teckna aktier till ett belopp af 500,000 kr.	56:69	0:307	Jernvägens styrelse hemställer med anledning häraf till bolagsstämman : att i det bolag , som må komma att bildas för åstadkommande och trafikerande af jernväg från Emmaboda station å Karlskrona — Wexiö jernväg till Mörlunda station å Nässjö — Oskarshamns jernväg , teckna aktier till ett belopp af 500,000 kr .	7	0:51	jernväg styrelse hemställa med anledning häraf till bolagsstämma $ att i den bolag $ som må komma att bilda för åstadkomma och trafikera af jernväg från emmaboda station å karlskrona $ wexiö jernväg till mörlunda station å nässjö $ oskarshamn jernväg $ teckna aktie till en belopp af $ kr $
bolagsstämma		1895	2	bib15873371_18950329_145112_86_0004_alto.xml-45-3	 	Den vid dagens bolagsstämma med delegarne i Göteborgs Bogsertngs-Aktiebolag beslutade utdelning för 1891 finnes att, mot qvitterad kupong för samma år, lyfta å bolagets kontor, N:o 4 A Skeppsbron.	15:27	0:196	Den vid dagens bolagsstämma med delegarne i Göteborgs Bogsertngs-Aktiebolag beslutade utdelning för 1891 finnes att , mot qvitterad kupong för samma år , lyfta å bolagets kontor , N:o 4 A Skeppsbron .	3	0:33	den vid dag bolagsstämma med delegarne i göteborg $ besluta utdelning för 1891 finna att $ mot qvitterad kupong för samma år $ lyfta å bolag kontor $ $ 4 a skeppsbron $
bolagsstämma		1895	2	bib11653815_18950402_146944_39_0003_alto.xml-71-22	 	hvilket åderlåtningarne bäras, torde emellertid vala ilen häste mästaren på rike lomarne Oceanångare bolaget ” Tingvalla ” håde i tisdags sin bolagsstämma, på hvilken upplystes, att förlusten år 1894 uppgick lill kr.	142:154	0:216	hvilket åderlåtningarne bäras , torde emellertid vala ilen häste mästaren på rike lomarne Oceanångare bolaget ” Tingvalla ” håde i tisdags sin bolagsstämma , på hvilken upplystes , att förlusten år 1894 uppgick lill kr .	22	0:36	hvilket åderlåtningarne bära $ torde emellertid vala il häste mästare på rik lom oceanångare bolag $ tingvalla $ håde i tisdag sig bolagsstämma $ på hvilken upplysa $ att förlust år 1894 uppgå lill kr $
bolagsstämma		1895	2	bib19225758_18950920_144022_219_0001_alto.xml-26-10	 	i Norra Grundsnmls Olje- oell Gcanolabriks Aktiebolag kallas till ordinarie bolagsstämma å hotell Eggers lördagen den 21 Sept.	76:88	0:126	i Norra Grundsnmls Olje- oell Gcanolabriks Aktiebolag kallas till ordinarie bolagsstämma å hotell Eggers lördagen den 21 Sept .	10	0:19	i norra grundsnmls olja oell gcanolabriks aktiebolag kalla till ordinarie bolagsstämma å hotell eggers lördag den 21 sept $
bolagsstämma		1895	2	bib11653790_18950816_145648_34_0001_alto.xml-77-8	 	Delegarne i Kopparbergs Läns Hästförsäkringsbolag kallas till ordinarie bolagsstämma å Stadshotellet i Falun Måndagen den 26 Augusti 1895 kl. 5 e. m.	72:84	0:149	Delegarne i Kopparbergs Läns Hästförsäkringsbolag kallas till ordinarie bolagsstämma å Stadshotellet i Falun Måndagen den 26 Augusti 1895 kl. 5 e. m .	8	0:23	delegarne i kopparberg län hästförsäkringsbolag kalla till ordinarie bolagsstämma å stadshotell i falun måndag den 26 augusti 1895 $ 5 $ m $
bolagsstämma		1895	2	bib19227462_18950112_147640_10_0001_alto.xml-63-11	 	Hrr Aktieegaro uti Reinholds Ångbageri- & KonditoriAktiebolag kallas härmed till ordinarie bolagsstämma Lördagi n den 26 Januari 1896 kl. ' / Vi e. m. å bo!aneta kontor.	91:103	0:169	Hrr Aktieegaro uti Reinholds Ångbageri- & KonditoriAktiebolag kallas härmed till ordinarie bolagsstämma Lördagi n den 26 Januari 1896 kl. ' / Vi e. m . å bo !aneta kontor .	11	0:30	hrr aktieegaro uti reinholds ångbageri $ konditoriaktiebolag kalla härmed till ordinarie bolagsstämma lördagi n den 26 januari 1896 $ $ $ vi $ m $ å bo $ kontor $
bolagsstämma		1895	2	bib19227462_18950306_147640_55_0004_alto.xml-88-5	 	hade dea 5 dennes extra bolagsstämma under stadskassör G. Dahlerus ’ ordförandeskap, hvarvid beslöts, att bolaget skulle upplösas.	24:36	0:130	hade dea 5 dennes extra bolagsstämma under stadskassör G . Dahlerus ’ ordförandeskap , hvarvid beslöts , att bolaget skulle upplösas .	5	0:22	ha dea 5 denna extra bolagsstämma under stadskassör g $ dahlerus $ ordförandeskap $ hvarvid besluta $ att bolag skola upplösa $
bolagsstämma		1897	2	bib19227291_18970603_145289_66_0003_alto.xml-12-11	 	— Kristianstad — Hessleholms jernvägsaktiebolag har vid i går hållen ordinarie bolagsstämma beslutit en utdelning af 8 procent samt att till konungens jubileumsfond öfverlemna 1000 kronor.	79:91	0:188	— Kristianstad — Hessleholms jernvägsaktiebolag har vid i går hållen ordinarie bolagsstämma beslutit en utdelning af 8 procent samt att till konungens jubileumsfond öfverlemna 1000 kronor .	11	0:27	$ kristianstad $ hessleholms jernvägsaktiebolag ha vid i $ hålla ordinarie bolagsstämma besluta en utdelning af 8 procent samt att till konung jubileumsfond öfverlemna 1000 krona $
bolagsstämma		1895	2	bib19349359_18950618_148383_71_0001_alto.xml-8-5	 	Kl. 1 e. m. bolagsstämma med delegarne i lifränteoeh kapitalförsäkringsanstalten i Blekinge å anstaltens lokal härstädes.	12:24	0:121	Kl. 1 e. m . bolagsstämma med delegarne i lifränteoeh kapitalförsäkringsanstalten i Blekinge å anstaltens lokal härstädes .	5	0:18	$ 1 $ m $ bolagsstämma med delegarne i lifränteoeh kapitalförsäkringsanstalten i blekinge å anstalt lokal härstädes $
bolagsstämma		1899	2	bib11653811_18990203_145317_18_0001_alto.xml-7-25	 	inom Kalmar län kallas att sammanträda å Ryssby gästgifvaregård tisdagen den 14 februari 1899, kl. li f.m., för val af ombud till årets bolagsstämma.	136:148	0:149	inom Kalmar län kallas att sammanträda å Ryssby gästgifvaregård tisdagen den 14 februari 1899 , kl. li f.m. , för val af ombud till årets bolagsstämma .	25	0:27	inom kalmar län kalla att sammanträda å ryssby gästgifvaregård tisdag den 14 februari 1899 $ $ lie $ $ för val af ombud till år bolagsstämma $
bolagsstämma		1896	2	bib15975090_18960528_148377_66_0001_alto.xml-6-9	 	Delegare i Mellersta Blekinge Jernvägsaktiebolag kallas härmed till ordinarie bolagsstämma fredagen den 26 instundande juni kl. 12 pä dagen å härvarande Jernvägsbyrå.	78:90	0:166	Delegare i Mellersta Blekinge Jernvägsaktiebolag kallas härmed till ordinarie bolagsstämma fredagen den 26 instundande juni kl. 12 pä dagen å härvarande Jernvägsbyrå .	9	0:23	del i mellersta blekinge jernvägsaktiebolag kalla härmed till ordinarie bolagsstämma fredag den 26 instunda juni $ 12 pä dag å härvarande jernvägsbyrå $
bolagsstämma		1895	2	bib15760600_18951119_146401_137_0001_alto.xml-43-3	 	tallås till ordinarie bolagsstämma å stadshotellet i Carlstad Tisdagen den 26 November 1895 kl. 12 middagen.	22:34	0:108	tallås till ordinarie bolagsstämma å stadshotellet i Carlstad Tisdagen den 26 November 1895 kl. 12 middagen .	3	0:17	tallås till ordinarie bolagsstämma å stadshotell i carlstad tisdag den 26 november 1895 $ 12 middag $
bolagsstämma		1901	2	bib11653811_19010708_145317_103_0004_alto.xml-76-19	 	Frågan om hvem, som blir chef för Finspong, kan icke definitivt afgöras annat än af en ordinarie bolagsstämma, men vi tro oss veta, skrifver tidningen, att underhandlingar blifvit inledda med Finspongs nuvarande ’ disponent, hr Axel Ekman, att fortfarande hafva ledningen om hand.	97:109	0:280	Frågan om hvem , som blir chef för Finspong , kan icke definitivt afgöras annat än af en ordinarie bolagsstämma , men vi tro oss veta , skrifver tidningen , att underhandlingar blifvit inledda med Finspongs nuvarande ’ disponent , hr Axel Ekman , att fortfarande hafva ledningen om hand .	19	0:51	fråga om hvem $ som bli chef för finspong $ kunna icke definitiv afgöra annan än af en ordinarie bolagsstämma $ men vi tro vi veta $ skrifver tidning $ att underhandling blifvit inleda med finspongs nuvarande $ disponent $ hr axel ekman $ att fortfarande hafva ledning om hand $
bolagsstämma		1895	2	bib19227291_18950530_145289_64_0001_alto.xml-26-5	 	aktieegare kallas härmed till ordinarie bolagsstämma å Stadshuset i Lund Onsdat ((& gt; ii den 12 Juni kl. li f. lii.	40:52	0:117	aktieegare kallas härmed till ordinarie bolagsstämma å Stadshuset i Lund Onsdat ( ( & gt ; ii den 12 Juni kl. li f. lii .	5	0:25	aktie kalla härmed till ordinarie bolagsstämma å stadshuset i lund onsdat $ $ $ gt $ ii den 12 juni $ lie $ lii $
bolagsstämma		1899	2	bib11653790_18990324_145648_23_0003_alto.xml-211-1	 	Konstituerande bolagsstämma med aktietecknare i bryggeriaktiebolaget Dalpilen & järnvägshotellet i Borlänge.	15:27	0:108	Konstituerande bolagsstämma med aktietecknare i bryggeriaktiebolaget Dalpilen & järnvägshotellet i Borlänge .	1	0:12	konstituera bolagsstämma med aktietecknare i bryggeriaktiebolag dalpil $ järnvägshotell i borlänge $
bolagsstämma		1895	2	bib19225758_18951104_144022_257_0001_alto.xml-49-4	 	kallas härmed till ordinarie bolagsstämma å Hotel Eggers härstädes, onsdagen den 20 Nov.	29:41	0:88	kallas härmed till ordinarie bolagsstämma å Hotel Eggers härstädes , onsdagen den 20 Nov .	4	0:15	kalla härmed till ordinarie bolagsstämma å hotel eggers härstädes $ onsdag den 20 nov $
bolagsstämma		1895	2	bib19227462_18950722_147640_167_0004_alto.xml-56-10	 	Till disponent vid Strömsnäs jernverks aktiebolag har i dag å bolagsstämma vid Degerfors ingeniören Ernst Odelberg vid Lesjöfors blifvit vald.	62:74	0:142	Till disponent vid Strömsnäs jernverks aktiebolag har i dag å bolagsstämma vid Degerfors ingeniören Ernst Odelberg vid Lesjöfors blifvit vald .	10	0:21	till disponent vid strömsnäs jernverk aktiebolag ha i dag å bolagsstämma vid degerfors ingeniör ernst odelberg vid lesjöfors blifvit välja $
bolagsstämma		1896	2	bib15650835_18960612_146472_89_0001_alto.xml-37-4	 	kallas härigenom till ordinarie bolagsstämma å Stadshuset i Piteå Måndagen den 22 Juni 1896 kl. 5 e. m.	32:44	0:103	kallas härigenom till ordinarie bolagsstämma å Stadshuset i Piteå Måndagen den 22 Juni 1896 kl. 5 e. m .	4	0:19	kalla härigenom till ordinarie bolagsstämma å stadshuset i piteå måndag den 22 juni 1896 $ 5 $ m $
bolagsstämma		1901	2	bib11653811_19010701_145317_99_0001_alto.xml-37-6	 	I öfverensstämmelse med beslut vid extra bolagsstämma den 20 oktober Ilar styrelsen till Kalmar — Torsås jernvägsaktiebolag afyttrat viss del af bolagets mark vid Kalmar vestra station oell dervid betingat sig samma pris, som bolaget sjelft erlagt för området, jemte sex proc.	41:53	0:276	I öfverensstämmelse med beslut vid extra bolagsstämma den 20 oktober Ilar styrelsen till Kalmar — Torsås jernvägsaktiebolag afyttrat viss del af bolagets mark vid Kalmar vestra station oell dervid betingat sig samma pris , som bolaget sjelft erlagt för området , jemte sex proc .	6	0:45	i öfverensstämmelse med beslut vid extra bolagsstämma den 20 oktober ila styrelse till kalmar $ torsås jernvägsaktiebolag afyttra viss del af bolag mark vid kalmar vestra station oell dervid betinga sig samma pris $ som bolag sjelft erlägga för område $ jemte sex proc $
bolagsstämma		1895	2	bib19277180_18951125_147374_96_0002_alto.xml-143-4	 	Bodträflfors hade i fredags bolagsstämma i Stockholm för afgörande af frägan om den brunna snickerifabrikens återuppbyggande.	28:40	0:125	Bodträflfors hade i fredags bolagsstämma i Stockholm för afgörande af frägan om den brunna snickerifabrikens återuppbyggande .	4	0:17	bodträflfors ha i fredag bolagsstämma i stockholm för afgöra af frägan om den brinna snickerifabrik återuppbyggande $
bolagsstämma		1895	2	bib15975087_18950614_145596_90_0002_alto.xml-130-7	 	Helsingborg — Hehleholms järnwägsaktiebolag har pä extra bolagsstämma i gär utan diskussion definitivt beslntit att teckna aktier sör 300,000 kr.	57:69	0:145	Helsingborg — Hehleholms järnwägsaktiebolag har pä extra bolagsstämma i gär utan diskussion definitivt beslntit att teckna aktier sör 300,000 kr .	7	0:21	helsingborg $ hehleholms järnwägsaktiebolag ha pä extra bolagsstämma i gär utan diskussion definitiv beslntit att teckna aktie sör $ kr $
bolagsstämma		1895	2	bib19277330_18950409_0_42_0001_alto.xml-22-4	 	behagade sammanträda till ordinarie bolagsstämma å Rådhuset i Upsala Lördagen ilen 27 April 1895 kl. 5 e. m.	36:48	0:108	behagade sammanträda till ordinarie bolagsstämma å Rådhuset i Upsala Lördagen ilen 27 April 1895 kl. 5 e. m .	4	0:19	behaga sammanträda till ordinarie bolagsstämma å rådhus i upsala lördag il 27 april 1895 $ 5 $ m $
